sampling_seed,arm,gen,class,recall,precision,f1
42,D,9,grassland,0.1773,0.39470169189670523,0.2446867237096329
42,D,9,cropland,0.7361,0.6287691124967968,0.6782144008845072
42,D,9,built_up,0.8652,0.6877036801526111,0.7663079580178026
42,D,9,bare_sparse_vegetation,0.3988,0.5454048140043763,0.460720887245841
42,D,9,permanent_water,0.8213,0.7949859645726455,0.8079287787123113
42,D,9,snow_and_ice,0.855,0.8731617647058824,0.8639854486661278
42,D,9,herbaceous_wetland,0.6813,0.5876315335518372,0.631008613503751
42,D,9,moss_lichen,0.8786,0.7128600405679513,0.7870996640537514
123,A,0,tree_cover,0.6674,0.6329065908013276,0.6496957897298613
123,A,0,shrubland,0.3714,0.3837173261700589,0.37745820417704157
123,A,0,grassland,0.224,0.37889039242219213,0.2815485168426345
123,A,0,cropland,0.728,0.6606170598911071,0.69267364414843
123,A,0,built_up,0.8623,0.7120561519405451,0.7800090456806875
123,A,0,bare_sparse_vegetation,0.4188,0.5394126738794436,0.4715154244539518
123,A,0,permanent_water,0.83,0.7912297426120114,0.8101512933138115
123,A,0,snow_and_ice,0.8589,0.88848660391021,0.8734428230029999
123,A,0,herbaceous_wetland,0.6547,0.6255493980508313,0.6397928271279194
123,A,0,moss_lichen,0.891,0.7216327852919737,0.7974224728151429
123,A,1,tree_cover,0.6661,0.6305376751230595,0.6478311612526746
123,A,1,shrubland,0.3729,0.39682877514100245,0.3844924472856628
123,A,1,grassland,0.2534,0.39311200744647845,0.30816003891523774
123,A,1,cropland,0.7107,0.6773732367518109,0.6936365410892055
123,A,1,built_up,0.8346,0.7430555555555556,0.7861718161266014
123,A,1,bare_sparse_vegetation,0.4496,0.5295641931684335,0.4863169280692266
123,A,1,permanent_water,0.8307,0.8155311211466719,0.8230456752204498
123,A,1,snow_and_ice,0.9018,0.881524926686217,0.8915472071181414
123,A,1,herbaceous_wetland,0.6792,0.6387661055205492,0.6583628168467988
123,A,1,moss_lichen,0.9065,0.735198702351987,0.8119122257053291
123,A,2,tree_cover,0.6561,0.6324465008675535,0.6440561499950919
123,A,2,shrubland,0.3624,0.38946802794196667,0.3754467754467754
123,A,2,grassland,0.229,0.3851328624285234,0.28721936535808357
123,A,2,cropland,0.7146,0.6576477084483711,0.6849420109268667
123,A,2,built_up,0.8556,0.7192938209331652,0.781548298698333
123,A,2,bare_sparse_vegetation,0.4381,0.524733501018086,0.47751921085617743
123,A,2,permanent_water,0.8221,0.8071674030436917,0.8145652712410206
123,A,2,snow_and_ice,0.8758,0.8603143418467584,0.8679881070366701
123,A,2,herbaceous_wetland,0.6852,0.6284508850775016,0.655599674687844
123,A,2,moss_lichen,0.8755,0.7297657747770276,0.796017638768923
123,A,3,tree_cover,0.6851,0.6174297043979813,0.6495070155479712
123,A,3,shrubland,0.3472,0.39766349788111327,0.37072233196305593
123,A,3,grassland,0.2482,0.400193485972267,0.30638192815701765
123,A,3,cropland,0.7525,0.63571850975754,0.6891972340522965
123,A,3,built_up,0.8392,0.7334382101031288,0.7827628019774275
123,A,3,bare_sparse_vegetation,0.4305,0.5501597444089457,0.4830294530154277
123,A,3,permanent_water,0.8265,0.8140451098197578,0.8202252766337519
123,A,3,snow_and_ice,0.887,0.8935227158255263,0.8902494103477694
123,A,3,herbaceous_wetland,0.6973,0.6252129471890971,0.6592918262185034
123,A,3,moss_lichen,0.8853,0.760959257349149,0.8184339465655912
123,A,4,tree_cover,0.669,0.6403752273379918,0.6543747248985182
123,A,4,shrubland,0.3745,0.39853144620623604,0.3861421869361242
123,A,4,grassland,0.27,0.4141739530602853,0.326896301228888
123,A,4,cropland,0.7521,0.6373728813559322,0.69
123,A,4,built_up,0.8408,0.7323403884679035,0.7828313393231227
123,A,4,bare_sparse_vegetation,0.4474,0.5478143749234725,0.49254142125832556
123,A,4,permanent_water,0.8275,0.8146288639495963,0.8210139894830836
123,A,4,snow_and_ice,0.8931,0.9008472866653218,0.8969569147333534
123,A,4,herbaceous_wetland,0.6999,0.6347723562488663,0.6657471701702653
123,A,4,moss_lichen,0.867,0.7817149039761969,0.8221516286567729
123,A,5,tree_cover,0.6523,0.6421539673164008,0.6471872209544598
123,A,5,shrubland,0.3884,0.4112664125370606,0.39950627442912984
123,A,5,grassland,0.2733,0.4303937007874016,0.3343119266055046
123,A,5,cropland,0.7756,0.6312876444733844,0.6960423584313022
123,A,5,built_up,0.8599,0.7147369295985371,0.7806272978984158
123,A,5,bare_sparse_vegetation,0.4363,0.5564341282999617,0.4890981447228295
123,A,5,permanent_water,0.8085,0.8410485800478519,0.8244531688166014
123,A,5,snow_and_ice,0.9024,0.9037556334501753,0.9030773079809857
123,A,5,herbaceous_wetland,0.7248,0.6361801105942245,0.677604824007853
123,A,5,moss_lichen,0.8779,0.8054867419029269,0.8401358916694579
123,A,6,tree_cover,0.6428,0.6601622676389032,0.6513654557430207
123,A,6,shrubland,0.3927,0.4145903716216216,0.4033483976992605
123,A,6,grassland,0.2718,0.42924826279216677,0.3328434974283615
123,A,6,cropland,0.766,0.6298824109859387,0.6913045440187717
123,A,6,built_up,0.8494,0.7233861352410151,0.7813448624781529
123,A,6,bare_sparse_vegetation,0.4686,0.536708280838392,0.5003470183118894
123,A,6,permanent_water,0.8139,0.8324639459957042,0.8230773120291248
123,A,6,snow_and_ice,0.9153,0.9039107248666798,0.9095697108218225
123,A,6,herbaceous_wetland,0.7047,0.6462173314993123,0.6741927768476441
123,A,6,moss_lichen,0.888,0.8060270491059272,0.8450302136365799
123,A,7,tree_cover,0.6417,0.6439538384345208,0.6428249436513899
123,A,7,shrubland,0.3678,0.40091563113145845,0.3836445186189632
123,A,7,grassland,0.2234,0.3985016054227613,0.2863001409714212
123,A,7,cropland,0.7653,0.6121910247180226,0.6802364339362695
123,A,7,built_up,0.8517,0.7137948374120013,0.7766733540032829
123,A,7,bare_sparse_vegetation,0.4371,0.5374400590188122,0.4821044504494567
123,A,7,permanent_water,0.8093,0.8169796083181909,0.8131216718577313
123,A,7,snow_and_ice,0.8689,0.8820424322403817,0.875421893103622
123,A,7,herbaceous_wetland,0.6999,0.5967769440654843,0.6442378497790869
123,A,7,moss_lichen,0.8583,0.7660656908247054,0.809564233163554
123,A,8,tree_cover,0.6656,0.6214172346186164,0.642750229346724
123,A,8,shrubland,0.3774,0.3964702174598172,0.38670013832675854
123,A,8,grassland,0.2323,0.3881370091896408,0.2906474820143885
123,A,8,cropland,0.7509,0.6359786567290591,0.6886779474480672
123,A,8,built_up,0.8475,0.7087898302249728,0.7719633829758163
123,A,8,bare_sparse_vegetation,0.4216,0.5579671784012705,0.480291638186375
123,A,8,permanent_water,0.8084,0.8115651039052304,0.8099794599468965
123,A,8,snow_and_ice,0.8608,0.8835061069485785,0.8720052676898141
123,A,8,herbaceous_wetland,0.7061,0.6026800955957665,0.6503039233744704
123,A,8,moss_lichen,0.8448,0.7648709823449524,0.8028510334996436
123,A,9,tree_cover,0.6726,0.6216840743137073,0.6461405446947499
123,A,9,shrubland,0.3508,0.38753866548828986,0.3682553012807054
123,A,9,grassland,0.2335,0.37028227085315574,0.28639764503863613
123,A,9,cropland,0.7364,0.6382941839299645,0.6838464038631195
123,A,9,built_up,0.8381,0.7232481877804625,0.77644987956272
123,A,9,bare_sparse_vegetation,0.4374,0.5243346919204028,0.47693817468105987
123,A,9,permanent_water,0.8241,0.7978507115887308,0.810762949481037
123,A,9,snow_and_ice,0.8668,0.8722076876635138,0.8694954358511386
123,A,9,herbaceous_wetland,0.6698,0.5995345506623702,0.632722463631211
123,A,9,moss_lichen,0.8371,0.7667857470000916,0.8004015872257015
123,B,0,tree_cover,0.6674,0.6329065908013276,0.6496957897298613
123,B,0,shrubland,0.3714,0.3837173261700589,0.37745820417704157
123,B,0,grassland,0.224,0.37889039242219213,0.2815485168426345
123,B,0,cropland,0.728,0.6606170598911071,0.69267364414843
123,B,0,built_up,0.8623,0.7120561519405451,0.7800090456806875
123,B,0,bare_sparse_vegetation,0.4188,0.5394126738794436,0.4715154244539518
123,B,0,permanent_water,0.83,0.7912297426120114,0.8101512933138115
123,B,0,snow_and_ice,0.8589,0.88848660391021,0.8734428230029999
123,B,0,herbaceous_wetland,0.6547,0.6255493980508313,0.6397928271279194
123,B,0,moss_lichen,0.891,0.7216327852919737,0.7974224728151429
123,B,1,tree_cover,0.6944,0.6484265571015034,0.6706262977449419
123,B,1,shrubland,0.3993,0.41925661486770266,0.40903503380454825
123,B,1,grassland,0.2567,0.41992475053165385,0.3186247129646869
123,B,1,cropland,0.7557,0.688314054103288,0.7204347204347205
123,B,1,built_up,0.8672,0.7409432672590567,0.7991153704386288
123,B,1,bare_sparse_vegetation,0.4634,0.5670582476749878,0.5100154083204931
123,B,1,permanent_water,0.8491,0.8282286383144752,0.8385344657317795
123,B,1,snow_and_ice,0.9437,0.9059230104636652,0.9244257236616544
123,B,1,herbaceous_wetland,0.7089,0.6750785639462908,0.6915760206819179
123,B,1,moss_lichen,0.9268,0.7969730845300542,0.8569975495862038
123,B,2,tree_cover,0.7,0.6437373551590951,0.6706908115358821
123,B,2,shrubland,0.3819,0.4401290768698859,0.40895218718209564
123,B,2,grassland,0.2544,0.4460810099947396,0.32401451951856336
123,B,2,cropland,0.7712,0.6825986900336343,0.72419945534792
123,B,2,built_up,0.8787,0.7380932381352373,0.8022825838849579
123,B,2,bare_sparse_vegetation,0.4724,0.5698431845597105,0.516566429743029
123,B,2,permanent_water,0.8432,0.8400916608548371,0.8416429605230322
123,B,2,snow_and_ice,0.9536,0.9060332541567696,0.9292082825822169
123,B,2,herbaceous_wetland,0.7575,0.6631357786921124,0.7071838678056294
123,B,2,moss_lichen,0.9223,0.818512602058928,0.8673123942072597
123,B,3,tree_cover,0.7,0.6582659394395336,0.6784918096345837
123,B,3,shrubland,0.4299,0.43450576106731353,0.43219061023424155
123,B,3,grassland,0.3009,0.47822631913541,0.36938374662410994
123,B,3,cropland,0.7992,0.6845396145610279,0.737439446366782
123,B,3,built_up,0.871,0.7593722755013078,0.8113646949231486
123,B,3,bare_sparse_vegetation,0.4742,0.59610307982401,0.5282094124199387
123,B,3,permanent_water,0.8579,0.8440574576938213,0.8509224360245983
123,B,3,snow_and_ice,0.9545,0.9441147378832839,0.9492789656887121
123,B,3,herbaceous_wetland,0.7577,0.7020290929306031,0.7288029625354686
123,B,3,moss_lichen,0.9361,0.8499954599110142,0.8909722552705469
123,B,4,tree_cover,0.7082,0.6668549905838042,0.686905916585839
123,B,4,shrubland,0.3807,0.4771274595814012,0.4234940764224929
123,B,4,grassland,0.3314,0.4785559566787004,0.3916100443131462
123,B,4,cropland,0.7923,0.7002209456473707,0.7434201266713582
123,B,4,built_up,0.8928,0.7443721860930466,0.8118577793943803
123,B,4,bare_sparse_vegetation,0.4943,0.6096447952639369,0.5459465429644356
123,B,4,permanent_water,0.8605,0.86265664160401,0.8615769712140176
123,B,4,snow_and_ice,0.9653,0.9529121421520237,0.9590660705414804
123,B,4,herbaceous_wetland,0.8175,0.6968121377429254,0.752346769740475
123,B,4,moss_lichen,0.959,0.8545713776510426,0.9037790971633212
123,B,5,tree_cover,0.7206,0.6455832288120409,0.6810320385596825
123,B,5,shrubland,0.3879,0.4549079394863375,0.4187402169806229
123,B,5,grassland,0.315,0.4833512352309345,0.38142519828055943
123,B,5,cropland,0.8024,0.6790792146242384,0.7356068940227356
123,B,5,built_up,0.8877,0.7384576990267032,0.8062304164206893
123,B,5,bare_sparse_vegetation,0.4801,0.6010265398097145,0.5338003113186569
123,B,5,permanent_water,0.852,0.8526821457165733,0.8523409363745498
123,B,5,snow_and_ice,0.9438,0.9525635849818329,0.948161543098252
123,B,5,herbaceous_wetland,0.7714,0.707641500779745,0.7381465001674561
123,B,5,moss_lichen,0.9473,0.8482270773638968,0.8950302343159485
123,B,6,tree_cover,0.7161,0.666883963494133,0.6906162600057865
123,B,6,shrubland,0.4564,0.4577274094875138,0.4570627409744128
123,B,6,grassland,0.3035,0.5417707961442342,0.3890526855531342
123,B,6,cropland,0.828,0.683901874948377,0.7490840005428145
123,B,6,built_up,0.8788,0.7706068046299545,0.8211549243132125
123,B,6,bare_sparse_vegetation,0.5074,0.6388014604053884,0.5655687454717716
123,B,6,permanent_water,0.8676,0.8526781326781326,0.8600743494423791
123,B,6,snow_and_ice,0.9726,0.9442718446601942,0.9582266009852217
123,B,6,herbaceous_wetland,0.8145,0.7258064516129032,0.7675996607294318
123,B,6,moss_lichen,0.9501,0.9015942304042512,0.925211802512416
123,B,7,tree_cover,0.6874,0.6876062818845654,0.6875031254688204
123,B,7,shrubland,0.4578,0.4712300566134843,0.4644179558711641
123,B,7,grassland,0.3304,0.5176249412501959,0.40334493072086924
123,B,7,cropland,0.8306,0.684015482170798,0.7502145147450662
123,B,7,built_up,0.8929,0.7492028863903339,0.8147641208139428
123,B,7,bare_sparse_vegetation,0.4731,0.6559900166389351,0.5497327445967929
123,B,7,permanent_water,0.8586,0.8684130676646101,0.8634786543973451
123,B,7,snow_and_ice,0.9686,0.9597701149425287,0.964164841728051
123,B,7,herbaceous_wetland,0.8449,0.6975726552179656,0.7642004341534008
123,B,7,moss_lichen,0.9492,0.9004838250640357,0.9242003797283482
123,B,8,tree_cover,0.7011,0.6821366024518388,0.6914883124568497
123,B,8,shrubland,0.4656,0.4717325227963526,0.46864620030196275
123,B,8,grassland,0.3239,0.5575830607677742,0.4097665886520337
123,B,8,cropland,0.8287,0.6902382142262202,0.7531582295737526
123,B,8,built_up,0.8923,0.753695413463975,0.8171619579651083
123,B,8,bare_sparse_vegetation,0.5134,0.6374472311894711,0.5687382297551788
123,B,8,permanent_water,0.8649,0.8654192515509306,0.8651595478643594
123,B,8,snow_and_ice,0.9709,0.9616679873217115,0.9662619426751591
123,B,8,herbaceous_wetland,0.8264,0.736082657878329,0.7786309888349744
123,B,8,moss_lichen,0.9629,0.8893506973307472,0.9246650981898498
123,B,9,tree_cover,0.6905,0.6829871414441148,0.686723023371457
123,B,9,shrubland,0.4206,0.4796442011631885,0.4481858383504715
123,B,9,grassland,0.3363,0.5167486170866625,0.4074388175430095
123,B,9,cropland,0.8179,0.6902692210313106,0.7486841503043616
123,B,9,built_up,0.8853,0.7516556291390728,0.8130223160988153
123,B,9,bare_sparse_vegetation,0.5101,0.6142822736030829,0.5573645104895104
123,B,9,permanent_water,0.8683,0.8557209027298709,0.8619645604804687
123,B,9,snow_and_ice,0.9622,0.9638385254933387,0.9630185657809138
123,B,9,herbaceous_wetland,0.8252,0.7096663226694186,0.7630848899574625
123,B,9,moss_lichen,0.956,0.8751373123398023,0.9137832154463773
123,C,0,tree_cover,0.6674,0.6329065908013276,0.6496957897298613
123,C,0,shrubland,0.3714,0.3837173261700589,0.37745820417704157
123,C,0,grassland,0.224,0.37889039242219213,0.2815485168426345
123,C,0,cropland,0.728,0.6606170598911071,0.69267364414843
123,C,0,built_up,0.8623,0.7120561519405451,0.7800090456806875
123,C,0,bare_sparse_vegetation,0.4188,0.5394126738794436,0.4715154244539518
123,C,0,permanent_water,0.83,0.7912297426120114,0.8101512933138115
123,C,0,snow_and_ice,0.8589,0.88848660391021,0.8734428230029999
123,C,0,herbaceous_wetland,0.6547,0.6255493980508313,0.6397928271279194
123,C,0,moss_lichen,0.891,0.7216327852919737,0.7974224728151429
123,C,1,tree_cover,0.6464,0.6231562710884025,0.634565356108575
123,C,1,shrubland,0.3865,0.3690442089181705,0.3775704586528599
123,C,1,grassland,0.1903,0.38075230092036816,0.25376716895586077
123,C,1,cropland,0.7207,0.6369421122403889,0.6762373915083275
123,C,1,built_up,0.8504,0.6979645436638214,0.7666786873422288
123,C,1,bare_sparse_vegetation,0.3961,0.5311787582137589,0.45380076760038957
123,C,1,permanent_water,0.8098,0.7961069602831302,0.8028951021217529
123,C,1,snow_and_ice,0.8217,0.8662239089184061,0.843374730575798
123,C,1,herbaceous_wetland,0.6352,0.6053559515867721,0.6199189967305909
123,C,1,moss_lichen,0.8829,0.6766035711548778,0.7661069894572432
123,C,2,tree_cover,0.6306,0.6259057071960298,0.6282440846824409
123,C,2,shrubland,0.3954,0.35883473999455484,0.37623102906893763
123,C,2,grassland,0.1789,0.3734084742225005,0.24190386045568252
123,C,2,cropland,0.7004,0.631332251667568,0.6640750924433488
123,C,2,built_up,0.8423,0.690523036563371,0.7588971979457609
123,C,2,bare_sparse_vegetation,0.3929,0.5208802863582129,0.447927948469475
123,C,2,permanent_water,0.8058,0.7928761192561251,0.7992858205624163
123,C,2,snow_and_ice,0.8005,0.8572499464553438,0.8279036094735753
123,C,2,herbaceous_wetland,0.6248,0.5917787459746164,0.6078412296916043
123,C,2,moss_lichen,0.8729,0.6602375009454655,0.751819473752207
123,C,3,tree_cover,0.6124,0.6266884977486696,0.6194618652640097
123,C,3,shrubland,0.3934,0.3485116938341602,0.36959789552799704
123,C,3,grassland,0.1686,0.36188023180940115,0.2300293335152466
123,C,3,cropland,0.6898,0.6212735296766639,0.6537459129033787
123,C,3,built_up,0.8402,0.6822020136407925,0.7530023301666964
123,C,3,bare_sparse_vegetation,0.3821,0.5079090788249369,0.43611253780745307
123,C,3,permanent_water,0.8064,0.7846647854432227,0.7953839325343985
123,C,3,snow_and_ice,0.7639,0.8344985798558008,0.7976401795969511
123,C,3,herbaceous_wetland,0.6046,0.5781772975040642,0.5910935132228576
123,C,3,moss_lichen,0.8466,0.6293955839714519,0.7220161187156198
123,C,4,tree_cover,0.6057,0.625206440957886,0.6152986590816741
123,C,4,shrubland,0.3942,0.34786445464172255,0.3695855990999437
123,C,4,grassland,0.1647,0.3598426917194669,0.22597242230911715
123,C,4,cropland,0.6987,0.6043072132848988,0.6480845932659308
123,C,4,built_up,0.839,0.6825577611454605,0.7527364076798851
123,C,4,bare_sparse_vegetation,0.3737,0.514951081714207,0.4330996117517529
123,C,4,permanent_water,0.8101,0.7796169762294293,0.7945662301995978
123,C,4,snow_and_ice,0.7521,0.839959794505249,0.7936055713833492
123,C,4,herbaceous_wetland,0.598,0.5741718674987998,0.585843742346314
123,C,4,moss_lichen,0.8389,0.6199379249187112,0.7129865714771375
123,C,5,tree_cover,0.6055,0.6198177909714403,0.6125752440689969
123,C,5,shrubland,0.3875,0.3443832207607536,0.3646715603237342
123,C,5,grassland,0.1691,0.35682633466976155,0.22945925775154352
123,C,5,cropland,0.6957,0.5968599862731641,0.6425009235315847
123,C,5,built_up,0.8394,0.6767171880038697,0.7493304767005892
123,C,5,bare_sparse_vegetation,0.3612,0.5163688348820586,0.42506619593998235
123,C,5,permanent_water,0.806,0.7776920108066384,0.7915930072677274
123,C,5,snow_and_ice,0.7409,0.8289326471246364,0.7824479881719295
123,C,5,herbaceous_wetland,0.5811,0.5706009426551453,0.5758026159334125
123,C,5,moss_lichen,0.8295,0.6055186509964231,0.7000295371112706
123,C,6,tree_cover,0.5969,0.6238503344481605,0.6100776778413737
123,C,6,shrubland,0.392,0.34193998604326586,0.3652627655609393
123,C,6,grassland,0.1586,0.3494931687968268,0.21818682074563214
123,C,6,cropland,0.6986,0.5863689776733255,0.6375832800949165
123,C,6,built_up,0.8329,0.6770994228111535,0.7469620196403748
123,C,6,bare_sparse_vegetation,0.357,0.513595166163142,0.4212140876644446
123,C,6,permanent_water,0.8021,0.7770780856423174,0.7893908079913394
123,C,6,snow_and_ice,0.7214,0.8288143382352942,0.7713857998289136
123,C,6,herbaceous_wetland,0.5828,0.5613561934116741,0.5718771465018154
123,C,6,moss_lichen,0.8282,0.5977193995381063,0.6943326626425218
123,C,7,tree_cover,0.5958,0.625577488450231,0.6103257529194838
123,C,7,shrubland,0.3749,0.33946034045635637,0.3563010834442122
123,C,7,grassland,0.1545,0.35034013605442177,0.21443442054129075
123,C,7,cropland,0.7003,0.5818861653510594,0.6356251418198321
123,C,7,built_up,0.8324,0.6710197501007659,0.7430484266904709
123,C,7,bare_sparse_vegetation,0.3536,0.5068080837035975,0.41656358602815574
123,C,7,permanent_water,0.8001,0.7755161384123291,0.7876162819313874
123,C,7,snow_and_ice,0.7155,0.8139931740614335,0.7615753060138372
123,C,7,herbaceous_wetland,0.5752,0.5618284821254151,0.5684356161676056
123,C,7,moss_lichen,0.8279,0.5805750350631136,0.682522671063479
123,C,8,tree_cover,0.6006,0.6177741205513269,0.6090660176452692
123,C,8,shrubland,0.3703,0.3366363636363636,0.3526666666666667
123,C,8,grassland,0.1473,0.3439981317141523,0.20627363114409747
123,C,8,cropland,0.7018,0.5767113156380969,0.6331363615859984
123,C,8,built_up,0.8295,0.6690595257299564,0.7406911331368873
123,C,8,bare_sparse_vegetation,0.3494,0.5073326557281835,0.4138094392135962
123,C,8,permanent_water,0.8013,0.7709255339619011,0.7858193586348926
123,C,8,snow_and_ice,0.7161,0.8079657001015458,0.7592641679478344
123,C,8,herbaceous_wetland,0.5554,0.5636861869481377,0.5595124162595074
123,C,8,moss_lichen,0.8248,0.5715077605321508,0.6751800916830387
123,C,9,tree_cover,0.593,0.6162319443001143,0.604392804362228
123,C,9,shrubland,0.3775,0.3330980322950675,0.3539117798715605
123,C,9,grassland,0.1309,0.3441114616193481,0.1896551724137931
123,C,9,cropland,0.7074,0.5717749757516973,0.6323976399070266
123,C,9,built_up,0.8259,0.6705366566534059,0.7401532464040864
123,C,9,bare_sparse_vegetation,0.3398,0.5038552787663108,0.40587673196368845
123,C,9,permanent_water,0.8035,0.764801066057491,0.783673071296206
123,C,9,snow_and_ice,0.7117,0.8007425742574258,0.7536001694197374
123,C,9,herbaceous_wetland,0.5525,0.5564508006848625,0.5544683626875407
123,C,9,moss_lichen,0.8185,0.5651063242198288,0.6685999019768013
123,D,0,tree_cover,0.6674,0.6329065908013276,0.6496957897298613
123,D,0,shrubland,0.3714,0.3837173261700589,0.37745820417704157
123,D,0,grassland,0.224,0.37889039242219213,0.2815485168426345
123,D,0,cropland,0.728,0.6606170598911071,0.69267364414843
123,D,0,built_up,0.8623,0.7120561519405451,0.7800090456806875
123,D,0,bare_sparse_vegetation,0.4188,0.5394126738794436,0.4715154244539518
123,D,0,permanent_water,0.83,0.7912297426120114,0.8101512933138115
123,D,0,snow_and_ice,0.8589,0.88848660391021,0.8734428230029999
123,D,0,herbaceous_wetland,0.6547,0.6255493980508313,0.6397928271279194
123,D,0,moss_lichen,0.891,0.7216327852919737,0.7974224728151429
123,D,1,tree_cover,0.6426,0.6441459502806736,0.6433720464557469
123,D,1,shrubland,0.3927,0.37846954510408637,0.3854534746760896
123,D,1,grassland,0.2097,0.3843475073313783,0.2713509316770186
123,D,1,cropland,0.7263,0.6516823687752356,0.686970915109955
123,D,1,built_up,0.8634,0.7054497916496446,0.7764737623094562
123,D,1,bare_sparse_vegetation,0.4044,0.5399919882494325,0.4624621190462576
123,D,1,permanent_water,0.8245,0.7924836601307189,0.8081748676730054
123,D,1,snow_and_ice,0.8609,0.8807161125319694,0.8706953223767383
123,D,1,herbaceous_wetland,0.6592,0.620306765785264,0.6391622630532796
123,D,1,moss_lichen,0.8927,0.7134180452329577,0.79305290276729
123,D,2,tree_cover,0.6334,0.6491749513170032,0.6411904641392924
123,D,2,shrubland,0.4055,0.37858276538138363,0.39157935396649124
123,D,2,grassland,0.1995,0.38655299360589035,0.2631752522920652
123,D,2,cropland,0.7366,0.6463104325699746,0.6885077347291677
123,D,2,built_up,0.868,0.699661454135096,0.7747924663036686
123,D,2,bare_sparse_vegetation,0.3996,0.552162498272765,0.4636537680570865
123,D,2,permanent_water,0.825,0.7909875359539789,0.8076358296622614
123,D,2,snow_and_ice,0.8576,0.8844884488448845,0.8708367181153533
123,D,2,herbaceous_wetland,0.6589,0.6173521971329523,0.6374498137667489
123,D,2,moss_lichen,0.8938,0.7132141717203958,0.7933605538789278
123,D,3,tree_cover,0.6343,0.642004048582996,0.6381287726358149
123,D,3,shrubland,0.3989,0.37238610903659447,0.38518733101583624
123,D,3,grassland,0.1961,0.3952035469568722,0.2621307311856704
123,D,3,cropland,0.7401,0.6413344887348353,0.6871866295264624
123,D,3,built_up,0.8714,0.6925216562028134,0.7717309480582739
123,D,3,bare_sparse_vegetation,0.3981,0.5532240133407449,0.4630146545708304
123,D,3,permanent_water,0.8243,0.7923675862731904,0.8080184286624515
123,D,3,snow_and_ice,0.8592,0.8805083008813281,0.8697236562405102
123,D,3,herbaceous_wetland,0.6509,0.6191382098354419,0.6346219470579633
123,D,3,moss_lichen,0.8897,0.7144463181562676,0.7924998886563044
123,D,4,tree_cover,0.6282,0.646828665568369,0.6373782467532467
123,D,4,shrubland,0.4088,0.3720760899244562,0.38957449849907083
123,D,4,grassland,0.1917,0.3983790523690773,0.25884418039427487
123,D,4,cropland,0.7361,0.6352260959613393,0.6819529368167501
123,D,4,built_up,0.8665,0.6916507024265645,0.7692649147727273
123,D,4,bare_sparse_vegetation,0.3891,0.5592927986200948,0.4589255174854043
123,D,4,permanent_water,0.8228,0.7897869072758686,0.8059555294348125
123,D,4,snow_and_ice,0.8558,0.88,0.8677313054499366
123,D,4,herbaceous_wetland,0.6493,0.6152752771723681,0.6318299031771518
123,D,4,moss_lichen,0.8945,0.7032232704402516,0.7874119718309859
123,D,5,tree_cover,0.6387,0.6388916675002501,0.6387958193729059
123,D,5,shrubland,0.4026,0.3741635687732342,0.3878612716763006
123,D,5,grassland,0.2045,0.39213806327900286,0.26881367071968454
123,D,5,cropland,0.723,0.6487796123474515,0.6838819523269012
123,D,5,built_up,0.8655,0.6952365651859587,0.7710811171989843
123,D,5,bare_sparse_vegetation,0.3909,0.5582690659811482,0.4598282554993531
123,D,5,permanent_water,0.8201,0.7944396008912138,0.8070658859420362
123,D,5,snow_and_ice,0.8621,0.8816731437921865,0.8717767216098695
123,D,5,herbaceous_wetland,0.6632,0.6098390804597701,0.6354011976047903
123,D,5,moss_lichen,0.891,0.7152604961066067,0.7935164981965533
123,D,6,tree_cover,0.6334,0.6451415766958647,0.6392168735492986
123,D,6,shrubland,0.3961,0.37623480243161095,0.3859119251753702
123,D,6,grassland,0.2001,0.3963946117274168,0.2659489633173844
123,D,6,cropland,0.7474,0.6334435121620476,0.6857195284187348
123,D,6,built_up,0.8674,0.6943088129352437,0.7712621704530298
123,D,6,bare_sparse_vegetation,0.3939,0.5550232492602508,0.46078259343744515
123,D,6,permanent_water,0.8178,0.7977758267486099,0.8076638190706632
123,D,6,snow_and_ice,0.8535,0.8895257946847316,0.8711405970910947
123,D,6,herbaceous_wetland,0.6519,0.6168038603462958,0.6338664981282512
123,D,6,moss_lichen,0.8986,0.7019215747539447,0.7881764757477415
123,D,7,tree_cover,0.6268,0.6443918988382852,0.6354742231459422
123,D,7,shrubland,0.4033,0.3696608615948671,0.3857484457197513
123,D,7,grassland,0.1928,0.39605587510271156,0.259348937315039
123,D,7,cropland,0.7408,0.6357161246031064,0.6842469865607537
123,D,7,built_up,0.8657,0.6941148171905067,0.7704699181203276
123,D,7,bare_sparse_vegetation,0.3929,0.5559643413046554,0.46042069490830256
123,D,7,permanent_water,0.8208,0.7951176983435048,0.8077547606160508
123,D,7,snow_and_ice,0.8556,0.8906933166770769,0.8727940426400083
123,D,7,herbaceous_wetland,0.6522,0.6151669496321449,0.6331424133579264
123,D,7,moss_lichen,0.8982,0.7032571249608519,0.7888635165993326
123,D,8,tree_cover,0.6377,0.6366813099041534,0.6371902478017586
123,D,8,shrubland,0.4006,0.3688766114180479,0.3840843720038351
123,D,8,grassland,0.1928,0.40091495113329173,0.2603822000135053
123,D,8,cropland,0.7485,0.6309533844727303,0.6847184741343822
123,D,8,built_up,0.864,0.6980126030053321,0.7721869693448923
123,D,8,bare_sparse_vegetation,0.389,0.5640133391329564,0.4604367639225898
123,D,8,permanent_water,0.8182,0.7980103384375304,0.8079790648299017
123,D,8,snow_and_ice,0.8557,0.8941483803552769,0.8745017884517118
