scale,sampling_seed,arm,gen,train_size,overall_accuracy,macro_f1,ece,temperature,worst_recall
S3,42,D,8,45000,0.58982,0.5704310173664539,0.0515306353145837,2.3679735274395384,0.1462
S3,42,A,9,5000,0.61346,0.6015086644078942,0.0097198890611529,1.1283366556721808,0.2096
S3,42,B,9,50000,0.70822,0.6957464773693973,0.0252037511053681,0.8728930707285744,0.2896
S3,42,C,9,5000,0.54306,0.513973174257641,0.0439079000148177,4.060195716404884,0.039
S3,42,D,9,50000,0.58396,0.5639804274649316,0.039302152981162,2.306312733201504,0.1414
S3,123,A,0,5000,0.60938,0.5941281486082027,0.0139719268041849,1.041650865334136,0.1988
S3,123,B,0,5000,0.60938,0.5941281486082027,0.0139719268041849,1.041650865334136,0.1988
S3,123,C,0,5000,0.60938,0.5941281486082027,0.0139719268041849,1.041650865334136,0.1988
S3,123,D,0,5000,0.60938,0.5941281486082027,0.0139719268041849,1.041650865334136,0.1988
S3,123,A,1,5000,0.60736,0.5955102841818397,0.0101032101210951,1.0621006081182038,0.2436
S3,123,B,1,10000,0.62922,0.6144796412761802,0.0111978964349627,0.9562213851829204,0.2216
S3,123,C,1,5000,0.5902,0.5730996970628688,0.0194952283030748,3.0405127871441,0.186
S3,123,D,1,10000,0.60726,0.5910371403261928,0.0285216889321804,1.4851008977613778,0.1946
S3,123,A,2,5000,0.61202,0.5979716076220576,0.0116806799286603,1.0935573975697324,0.2214
S3,123,B,2,15000,0.64782,0.6336115292154305,0.0124477142813801,0.9479748158789636,0.2384
S3,123,C,2,5000,0.57686,0.5586292114538925,0.0199385131841898,3.1487542345480475,0.1672
S3,123,D,2,15000,0.60494,0.5879619581549497,0.0329899265050888,1.6728290408664364,0.1848
S3,123,A,3,5000,0.62452,0.6102013313973711,0.0191814435076713,1.1547077894650557,0.2402
S3,123,B,3,20000,0.67676,0.6633141879518881,0.0120419072082638,0.9724514121446224,0.272
S3,123,C,3,5000,0.56438,0.5450903576353028,0.0201715647044777,3.001101246121599,0.1506
S3,123,D,3,20000,0.60092,0.5829027374725704,0.0319165721899271,1.800857353066575,0.1674
S3,123,A,4,5000,0.61544,0.5979638440043339,0.026345161345005,1.0966627136223115,0.1778
S3,123,B,4,25000,0.66414,0.6491704679083391,0.0183221713867783,0.9111824991052028,0.2266
S3,123,C,4,5000,0.55534,0.5338493332739935,0.0169200263911485,2.803277906851789,0.1314
S3,123,D,4,25000,0.5997,0.5826907868274538,0.0332185930770635,1.8900180676753648,0.176
S3,123,A,5,5000,0.6084,0.5968442709013828,0.0226336031848192,1.0942226458273998,0.2278
S3,123,B,5,30000,0.69398,0.6815453860903916,0.0253841161412,0.9332269814498846,0.2932
S3,123,C,5,5000,0.55074,0.5283614390191685,0.0234065203648805,3.148974002946595,0.1252
S3,123,D,5,30000,0.60188,0.5853849614360193,0.0356774818095564,2.066386650968678,0.1834
S3,123,A,6,5000,0.61364,0.6010414999598694,0.0163774334719777,1.154660286506188,0.212
S3,123,B,6,35000,0.69412,0.6803926561419904,0.0210001772883534,0.9194689847515026,0.2756
S3,123,C,6,5000,0.5473,0.5246508753560362,0.0289953036487102,4.044015008692085,0.1214
S3,123,D,6,35000,0.60326,0.5846601441726454,0.0380832870024442,2.20015335645162,0.1618
S3,123,A,7,5000,0.6093,0.596558885576962,0.0125430955389142,1.0849915807151058,0.2292
S3,123,B,7,40000,0.711,0.6986879424143722,0.0223504254689812,0.9322997884705486,0.308
S3,123,C,7,5000,0.54278,0.5191822014308876,0.0279068099400401,3.155049386940928,0.1112
S3,123,D,7,40000,0.60054,0.5833414299410422,0.0363160694336891,2.2115498972486884,0.1766
S3,123,A,8,5000,0.6014,0.587903193789762,0.0100047437021136,1.092428360141363,0.209
S3,123,B,8,45000,0.7058,0.69441109331178,0.0244428523224592,0.8840137755667873,0.2978
S3,123,C,8,5000,0.54034,0.5150101732248558,0.0355706634446978,3.8117291710661183,0.094
S3,123,D,8,45000,0.6021,0.5840334385124624,0.0408323900803923,2.324566908351949,0.1648
S3,123,A,9,5000,0.60936,0.5974406695711661,0.0106099255675077,1.094068493413486,0.2056
S3,123,B,9,50000,0.71752,0.7071715901515916,0.0203727740883827,0.900520360225302,0.3388
S3,123,C,9,5000,0.53796,0.5115564057502953,0.0333761919352412,3.9471490304596615,0.0896
S3,123,D,9,50000,0.60296,0.5851964140439379,0.0400009226033091,2.401017160294037,0.1702
S3,256,A,0,5000,0.58936,0.5759548111749828,0.0202623474279046,0.92324454569956,0.2072
S3,256,B,0,5000,0.58936,0.5759548111749828,0.0202623474279046,0.92324454569956,0.2072
S3,256,C,0,5000,0.58936,0.5759548111749828,0.0202623474279046,0.92324454569956,0.2072
S3,256,D,0,5000,0.58936,0.5759548111749828,0.0202623474279046,0.92324454569956,0.2072
S3,256,A,1,5000,0.60274,0.5911967629226791,0.0133851924437284,0.9807770186583302,0.2258
S3,256,B,1,10000,0.63632,0.6237207280314797,0.009543100015521,0.971952338358548,0.2512
S3,256,C,1,5000,0.57424,0.5600149757289886,0.0259075518625974,2.7023368076895213,0.1802
S3,256,D,1,10000,0.59764,0.5830555132259673,0.0390296516519785,1.4178712008076175,0.1874
S3,256,A,2,5000,0.59486,0.5813467986408736,0.0234722040590643,0.9760689281063284,0.207
S3,256,B,2,15000,0.65526,0.6415512148403678,0.0143698822289705,0.9386971854226748,0.2598
S3,256,C,2,5000,0.5678,0.553392341972297,0.0243351879441738,3.1147225669261576,0.1668
S3,256,D,2,15000,0.58932,0.5743816580792065,0.0384449742057919,1.564878562612986,0.1716
S3,256,A,3,5000,0.6104,0.5956361455664397,0.0254610172855854,1.036092191762997,0.1916
S3,256,B,3,20000,0.67846,0.6669369620185666,0.0150739665946364,0.97597635567277,0.2984
S3,256,C,3,5000,0.5649,0.548926170868677,0.0305304890117049,3.643359609452778,0.1502
S3,256,D,3,20000,0.58842,0.5730245046458092,0.041352510356903,1.749271449965291,0.1648
S3,256,A,4,5000,0.61764,0.6045189291346967,0.0246506822952628,1.103206181253067,0.2164
S3,256,B,4,25000,0.67144,0.6594695005076074,0.0179722849395871,0.9144104163387078,0.2754
S3,256,C,4,5000,0.5596,0.5421203059416881,0.0250589675924182,2.862435901165252,0.1342
S3,256,D,4,25000,0.58952,0.5744563237927147,0.0436010269892215,1.9135051788152169,0.1774
S3,256,A,5,5000,0.58632,0.5715048844284282,0.0271632219481468,0.959105178751356,0.1546
S3,256,B,5,30000,0.68862,0.6765580829832837,0.0223800833520293,0.9198120538023516,0.304
S3,256,C,5,5000,0.55542,0.5374972544567819,0.0364703171569108,3.671032745973688,0.1268
S3,256,D,5,30000,0.58938,0.5748108806819744,0.0468165108004212,2.0479750287495437,0.1764
S3,256,A,6,5000,0.616,0.6039735422373205,0.0154019277122616,1.1709858686650685,0.2178
S3,256,B,6,35000,0.67552,0.6585676279115082,0.0261881963962316,0.8809684212456934,0.2314
S3,256,C,6,5000,0.55096,0.5319713080215287,0.0340054725611209,3.415760641590742,0.117
S3,256,D,6,35000,0.58958,0.5749591562476113,0.048427287775278,2.169514690489735,0.171
S3,256,A,7,5000,0.60602,0.594999430560971,0.0191811561906337,1.0876861392114103,0.2152
S3,256,B,7,40000,0.70436,0.6931423421360259,0.0248563849395513,0.8973141184419545,0.2932
S3,256,C,7,5000,0.54828,0.528198050974406,0.0372964668735861,4.0097209652323,0.1122
S3,256,D,7,40000,0.58804,0.5724493981367951,0.0474804503732919,2.221871546238559,0.1662
S3,256,A,8,5000,0.61662,0.6042283292819594,0.011169570505619,1.1622606607130876,0.2264
S3,256,B,8,45000,0.71136,0.6996922997486738,0.0196865981557965,0.9009536501828348,0.313
S3,256,C,8,5000,0.5443,0.5235979518317475,0.037786075053811,3.778930864752756,0.1042
S3,256,D,8,45000,0.58848,0.5732781416867747,0.0460682745814323,2.2728672887202483,0.1754
S3,256,A,9,5000,0.58852,0.5743400789265991,0.0160357537853717,0.95729523787732,0.1666
S3,256,B,9,50000,0.7194,0.7076484621857584,0.0182944902151823,0.9038102727659592,0.3122
S3,256,C,9,5000,0.54108,0.5197350055995154,0.0396691357216239,4.323149889660948,0.0974
S3,256,D,9,50000,0.58634,0.5721824016556576,0.0435187614810466,2.3316792732069103,0.1682
S4,42,A,0,7500,0.628,0.6122376495883193,0.0072028935591379,0.948995619397314,0.1818666666666666
S4,42,B,0,7500,0.628,0.6122376495883193,0.0072028935591379,0.948995619397314,0.1818666666666666
S4,42,C,0,7500,0.628,0.6122376495883193,0.0072028935591379,0.948995619397314,0.1818666666666666
S4,42,D,0,7500,0.628,0.6122376495883193,0.0072028935591379,0.948995619397314,0.1818666666666666
S4,42,A,1,7500,0.6346,0.6213019729961172,0.008879718243281,0.9984507349270192,0.2241333333333333
S4,42,B,1,15000,0.6558933333333333,0.6406422945877772,0.0079491042391459,0.9550895802327491,0.2161333333333333
S4,42,C,1,7500,0.6046533333333334,0.588080528534036,0.0154526325968901,2.9255788716497637,0.166
S4,42,D,1,15000,0.62828,0.6111811589220915,0.0287836530131101,1.414857592286551,0.1678666666666666
S4,42,A,2,7500,0.6462666666666667,0.6351921365956729,0.0085023671277363,1.115277893305616,0.2593333333333333
S4,42,B,2,22500,0.67832,0.6651878862029147,0.0064982712697982,0.9613918236516262,0.252
S4,42,C,2,7500,0.58704,0.5703343963927224,0.016681692221562,2.9980258532172326,0.1434666666666666
S4,42,D,2,22500,0.6274533333333333,0.6103948009590437,0.0338855220413208,1.6186905573270944,0.1668
S4,42,A,3,7500,0.6430133333333333,0.6314793512905204,0.0113737536156177,1.0416913540495052,0.2273333333333333
S4,42,B,3,30000,0.6959466666666667,0.6837963369920013,0.0060504534808794,0.94049400980968,0.2817333333333333
S4,42,C,3,7500,0.5824533333333334,0.5656120669522323,0.023722046731313,4.107236295164539,0.14
S4,42,D,3,30000,0.6236933333333333,0.6067490358695065,0.0327918671488761,1.7462853689564328,0.1644
S4,42,A,4,7500,0.6501733333333334,0.6381899427529629,0.0166351839025815,1.0773139489186443,0.2329333333333333
S4,42,B,4,37500,0.714,0.702534610573234,0.0113129220447937,0.9241512811840262,0.3365333333333333
S4,42,C,4,7500,0.5760133333333334,0.5587111860557564,0.0297447892363866,3.2524739615337714,0.1325333333333333
S4,42,D,4,37500,0.6256533333333333,0.608306269019384,0.0384591915806134,1.907293210442316,0.1618666666666666
S4,42,A,5,7500,0.64204,0.6283639483414188,0.015988228577574,1.0605846274240909,0.2038666666666666
S4,42,B,5,45000,0.7178,0.7060636817557969,0.0177003872619072,0.9106440655972144,0.2781333333333333
S4,42,C,5,7500,0.57132,0.5539898255249682,0.0322219909397761,3.780613954721971,0.1269333333333333
S4,42,D,5,45000,0.62536,0.608075724705358,0.0420381650503476,2.0126668975200817,0.1608
S4,42,A,6,7500,0.6372,0.6247840801477849,0.0106784043598174,1.048969582395985,0.2045333333333333
S4,42,B,6,52500,0.7218666666666667,0.7101645231455922,0.0172006845156351,0.8926222702075951,0.2853333333333333
S4,42,C,6,7500,0.5702533333333333,0.5514839405695717,0.0294627715591589,3.601404352102442,0.1209333333333333
S4,42,D,6,52500,0.6243066666666667,0.6065656086128832,0.0366533924943208,2.078757507025487,0.1569333333333333
S4,42,A,7,7500,0.6470533333333334,0.636064915728735,0.0082986929615338,1.155943369699027,0.2537333333333333
S4,42,B,7,60000,0.7205333333333334,0.7095364314878475,0.0165927935041983,0.8891049197416634,0.3090666666666666
S4,42,C,7,7500,0.5697333333333333,0.5502332967654302,0.02861656391263,4.487067930914167,0.1158666666666666
S4,42,D,7,60000,0.6226933333333333,0.6056616933023939,0.0360479002503554,2.1642125719028984,0.1610666666666666
S4,42,A,8,7500,0.6375066666666667,0.6286000568444896,0.0081993405578533,1.0859371944748146,0.2536
S4,42,B,8,67500,0.72256,0.7114127261730047,0.0168068441629409,0.8777404168159465,0.2872
S4,42,C,8,7500,0.56756,0.5477797468509571,0.0252807420629262,3.963726830049256,0.1162666666666666
S4,42,D,8,67500,0.6232533333333333,0.6056929407602365,0.042568395525813,2.254438239049641,0.1536
S4,42,A,9,7500,0.6296133333333334,0.6189187331206669,0.0084042084469397,1.0796984145714037,0.2481333333333333
S4,42,B,9,75000,0.7310666666666666,0.7194564841796518,0.0172444062230984,0.8673859150037736,0.3121333333333333
S4,42,C,9,7500,0.5659333333333333,0.545767231061282,0.0282115286614497,4.742945832889205,0.1152
S4,42,D,9,75000,0.6244266666666667,0.6070347054532449,0.0480489280335108,2.339194073399689,0.1621333333333333
S4,123,A,0,7500,0.6273466666666667,0.6123382065033992,0.0044316932324568,1.0080393719164766,0.2081333333333333
S4,123,B,0,7500,0.6273466666666667,0.6123382065033992,0.0044316932324568,1.0080393719164766,0.2081333333333333
S4,123,C,0,7500,0.6273466666666667,0.6123382065033992,0.0044316932324568,1.0080393719164766,0.2081333333333333
S4,123,D,0,7500,0.6273466666666667,0.6123382065033992,0.0044316932324568,1.0080393719164766,0.2081333333333333
S4,123,A,1,7500,0.63304,0.6185451663965059,0.0071099945274988,1.010719352490978,0.2224
S4,123,B,1,15000,0.6573866666666667,0.6416798502534453,0.0082989793763558,0.9871327329787122,0.2393333333333333
S4,123,C,1,7500,0.6079466666666666,0.5918808761882728,0.0123786456596851,3.100838291246468,0.1802666666666666
S4,123,D,1,15000,0.6206666666666667,0.6047308599771114,0.0222179304434855,1.4000205806772223,0.188
S4,123,A,2,7500,0.64204,0.6297251524508137,0.0066082365578413,1.1027859280409482,0.2398666666666666
S4,123,B,2,22500,0.6876933333333334,0.6751780287499922,0.005057556849122,1.0277556362581737,0.2826666666666667
S4,123,C,2,7500,0.5922,0.5748682831182184,0.0157715346552928,3.2463904504091388,0.1554666666666666
S4,123,D,2,22500,0.6216,0.604891117272831,0.0318504438257217,1.6634745562088775,0.1858666666666666
S4,123,A,3,7500,0.6462133333333333,0.6327955126458513,0.0118480837488174,1.1402131113753742,0.2301333333333333
S4,123,B,3,30000,0.6966,0.6836522437015352,0.0070679108158747,0.9753720850170416,0.3028
S4,123,C,3,7500,0.5845066666666666,0.5673804490072142,0.0196540891625483,3.557479610184623,0.1578666666666666
S4,123,D,3,30000,0.62248,0.6057239775273471,0.0367432580405473,1.8417366619934523,0.1754666666666666
S4,123,A,4,7500,0.64868,0.6369484103848639,0.0171041414910554,1.1301811033917113,0.2430666666666666
S4,123,B,4,37500,0.7042666666666667,0.692145945472942,0.0095657122147083,0.9423773159002716,0.2969333333333333
S4,123,C,4,7500,0.57676,0.5604495130319112,0.0198069308896859,3.163096713313019,0.1558666666666666
S4,123,D,4,37500,0.6189333333333333,0.6018459035710244,0.0300177483131488,1.909473746652355,0.1781333333333333
S4,123,A,5,7500,0.6502266666666666,0.6381344974769991,0.0125590115112066,1.1607243585845144,0.2422666666666666
S4,123,B,5,45000,0.7042266666666667,0.6917108722855622,0.0122727969121933,0.9093515175472416,0.3041333333333333
S4,123,C,5,7500,0.5746133333333333,0.5576321704066052,0.0226220271625121,3.942317676345719,0.1468
S4,123,D,5,45000,0.6210933333333334,0.6046630503175294,0.0438941045983632,2.082547485355812,0.1758666666666666
S4,123,A,6,7500,0.6457066666666667,0.6344261046075571,0.0123217192393541,1.1169619060170268,0.2492
S4,123,B,6,52500,0.7194533333333333,0.7091159742035771,0.0132350253812472,0.9132150624747766,0.3237333333333333
S4,123,C,6,7500,0.57408,0.5572789771874046,0.0260305556074778,4.179484493760033,0.1506666666666666
S4,123,D,6,52500,0.6219733333333334,0.6045333389568257,0.0420303705851237,2.1421600687572027,0.1705333333333333
S4,123,A,7,7500,0.64144,0.6297927208761582,0.0099129422044753,1.1714894835641467,0.2612
S4,123,B,7,60000,0.7232533333333333,0.71161966913558,0.0114197819916407,0.9185730624928607,0.3366666666666666
S4,123,C,7,7500,0.57252,0.5545987154775867,0.0248763580787181,3.8712516597157833,0.1474666666666666
S4,123,D,7,60000,0.6182533333333333,0.6004664597153446,0.0304913407258192,2.155539775816516,0.1665333333333333
S4,123,A,8,7500,0.6356933333333333,0.6248790056847519,0.00538276117901,1.1064413802142263,0.2221333333333333
S4,123,B,8,67500,0.7168133333333333,0.7043840019961581,0.0140878783671061,0.8869211919421214,0.3361333333333333
S4,123,C,8,7500,0.5698933333333334,0.5507912266763586,0.02513380341053,3.7269715785153688,0.1344
S4,123,D,8,67500,0.6199333333333333,0.6032601605563015,0.0358995689592758,2.266334700249809,0.1698666666666666
S4,123,A,9,7500,0.6322533333333333,0.620061360360442,0.0077673871487379,1.095996382984841,0.2405333333333333
S4,123,B,9,75000,0.7199733333333334,0.7090213315576037,0.0106361529674132,0.8806335184183616,0.3070666666666666
S4,123,C,9,7500,0.5675066666666667,0.5481791112189941,0.0268961721686522,3.9332936796421536,0.1288
S4,123,D,9,75000,0.6213866666666666,0.6040759746718632,0.0416516294584671,2.35062831150618,0.1693333333333333
S4,256,A,0,7500,0.63228,0.6185012039615991,0.0065733744796117,1.0168165075634454,0.2558666666666667
S4,256,B,0,7500,0.63228,0.6185012039615991,0.0065733744796117,1.0168165075634454,0.2558666666666667
S4,256,C,0,7500,0.63228,0.6185012039615991,0.0065733744796117,1.0168165075634454,0.2558666666666667
S4,256,D,0,7500,0.63228,0.6185012039615991,0.0065733744796117,1.0168165075634454,0.2558666666666667
S4,256,A,1,7500,0.6430133333333333,0.6281847983870665,0.0050206916012366,1.066289498195221,0.2252
S4,256,B,1,15000,0.6737733333333333,0.6605439998887055,0.005411975009044,1.0753346139310398,0.2682666666666666
S4,256,C,1,7500,0.61444,0.5995850266243865,0.0120759186355272,2.870844669219884,0.2430666666666666
S4,256,D,1,15000,0.6233466666666667,0.6071637841083304,0.0218750565433502,1.3423452645161826,0.2289333333333333
S4,256,A,2,7500,0.6292933333333334,0.6164139831103868,0.0131417538235584,0.9772542712055332,0.2073333333333333
S4,256,B,2,22500,0.6551066666666666,0.6410654950926411,0.0073626419583956,0.9001392423199907,0.2317333333333333
S4,256,C,2,7500,0.6024666666666667,0.5875172622267805,0.0143203840605417,3.4663678819011325,0.2368
S4,256,D,2,22500,0.62636,0.6113463852959174,0.0369697949812809,1.6682502861876831,0.2525333333333333
S4,256,A,3,7500,0.64164,0.6286520265258584,0.0141861784980694,1.02800210338036,0.2318666666666666
S4,256,B,3,30000,0.6688266666666667,0.6551800890865841,0.0106574398018916,0.8803351447403365,0.2377333333333333
S4,256,C,3,7500,0.597,0.581504644591379,0.0182456012282768,4.0714954049446215,0.2232
S4,256,D,3,30000,0.6243333333333333,0.6097749077199849,0.0366191076775392,1.7854833304096134,0.2505333333333333
S4,256,A,4,7500,0.6588,0.6493036785782047,0.0209271884399652,1.1388916240982083,0.2636
S4,256,B,4,37500,0.6961866666666666,0.6831649541453835,0.0151328387127319,0.9120520414338305,0.2856
S4,256,C,4,7500,0.5869466666666666,0.5727392887392285,0.0153090986369053,3.3064280942393003,0.2290666666666666
S4,256,D,4,37500,0.6235466666666667,0.6080534111072694,0.0374423057355483,1.905613749244156,0.2349333333333333
S4,256,A,5,7500,0.6487066666666667,0.6383607762391189,0.018843806066513,1.1099675644527716,0.2718666666666666
S4,256,B,5,45000,0.7089466666666666,0.698291546953533,0.0157190793625513,0.9114175968545878,0.3185333333333333
S4,256,C,5,7500,0.57672,0.562994490029183,0.0221415594693024,3.02488290486787,0.2293333333333333
S4,256,D,5,45000,0.62208,0.6071144599979882,0.0359920805190006,1.990170722156448,0.2402666666666666
S4,256,A,6,7500,0.6507066666666667,0.6416240763718474,0.0154297510663668,1.16983711688961,0.2629333333333333
S4,256,B,6,52500,0.7272133333333334,0.7176121776433749,0.0162954688032468,0.9078777022360368,0.356
S4,256,C,6,7500,0.5721066666666667,0.55735206714695,0.0256952947662274,2.913593178405152,0.2104
S4,256,D,6,52500,0.6201733333333334,0.6046307043676392,0.0329428705525398,2.0440088774771725,0.2216
S4,256,A,7,7500,0.6386666666666667,0.6261299934572281,0.0116526032461722,1.07242559076586,0.2252
S4,256,B,7,60000,0.7206266666666666,0.7104315072238483,0.0192973025149106,0.8764131474951701,0.3652
S4,256,C,7,7500,0.57044,0.5556771116932433,0.0301144525806109,4.106184075673669,0.2032
S4,256,D,7,60000,0.6230533333333333,0.608023063399398,0.0398093913410107,2.1946483066807354,0.2437333333333333
S4,256,A,8,7500,0.6417333333333334,0.6302813855080375,0.0106760680409272,1.1646547295057348,0.2385333333333333
S4,256,B,8,67500,0.7097866666666667,0.6974071059039609,0.020065965437889,0.8654511396239265,0.3108
S4,256,C,8,7500,0.5681066666666666,0.5526740669138545,0.0299858453140656,3.588129168188806,0.1973333333333333
S4,256,D,8,67500,0.62088,0.6057531514058399,0.038392910272479,2.2274265137277083,0.232
S4,256,A,9,7500,0.6321866666666667,0.6209903246134187,0.0127702706875403,1.1300148342862708,0.2253333333333333
S4,256,B,9,75000,0.7282,0.7166483991629322,0.0201522722093264,0.8734883940327922,0.3278666666666666
S4,256,C,9,7500,0.56464,0.5496669258551197,0.0348927793749173,4.341040280767326,0.1982666666666666
S4,256,D,9,75000,0.6235333333333334,0.6087717821377441,0.0471777568654219,2.290495966569586,0.2285333333333333
S5,42,A,0,10000,0.64703,0.6298950551569232,0.0063205797505378,0.9729637950999472,0.2054
S5,42,B,0,10000,0.64703,0.6298950551569232,0.0063205797505378,0.9729637950999472,0.2054
S5,42,C,0,10000,0.64703,0.6298950551569232,0.0063205797505378,0.9729637950999472,0.2054
S5,42,D,0,10000,0.64703,0.6298950551569232,0.0063205797505378,0.9729637950999472,0.2054
S5,42,A,1,10000,0.66138,0.6504547625043873,0.0092182816715538,1.0971830475220918,0.2701
S5,42,B,1,20000,0.68234,0.669717667386806,0.0040504301838576,0.975800701431988,0.2625
S5,42,C,1,10000,0.62841,0.6101903665966055,0.0145505575548112,2.9158550325712174,0.1808
S5,42,D,1,20000,0.64724,0.629348772158705,0.0223041426037251,1.360607473555723,0.1903
S5,42,A,2,10000,0.66668,0.6565035380378532,0.0068720285196602,1.1118599156144195,0.2639
S5,42,B,2,30000,0.6629,0.6491868124789645,0.0067888815438747,0.8810626673980512,0.2385
S5,42,C,2,10000,0.62215,0.6033544905327946,0.0172728268536925,3.697513281948708,0.1754
S5,42,D,2,30000,0.64708,0.6296992895071927,0.0272769483220577,1.5819764152683242,0.1876
S5,42,A,3,10000,0.66653,0.6546411055173887,0.0092323060980439,1.1037841895584246,0.2452
S5,42,B,3,40000,0.70783,0.6962966469753544,0.006226748932898,0.9367081559643704,0.31
S5,42,C,3,10000,0.6178,0.5992770764970292,0.0221527630037069,4.281794848065012,0.1797
S5,42,D,3,40000,0.64649,0.6286892621274214,0.033096656075716,1.722994665734086,0.1891
S5,42,A,4,10000,0.65751,0.6465558531893075,0.0151683675287663,1.003516227999136,0.2505
S5,42,B,4,50000,0.71897,0.7066010566348953,0.0082507120946049,0.917179592092934,0.3121
S5,42,C,4,10000,0.61003,0.591560054449167,0.0180029079855978,3.7697227874167294,0.1674
S5,42,D,4,50000,0.64411,0.6249172647842973,0.0296832698597014,1.840789251731848,0.1783
S5,42,A,5,10000,0.6621,0.6511966903096793,0.0155885306972265,1.062425781777575,0.2607
S5,42,B,5,60000,0.71024,0.6990803803255426,0.0106749882107973,0.8739784510642721,0.2939
S5,42,C,5,10000,0.60138,0.5834354463256725,0.0118528936760127,3.936292110871995,0.1707
S5,42,D,5,60000,0.64456,0.6248340499036746,0.0343613067136705,1.9502110615832968,0.1666
S5,42,A,6,10000,0.66905,0.6587466507817245,0.013227090550661,1.1106171185163698,0.28
S5,42,B,6,70000,0.72606,0.7139527637098715,0.0107904067964851,0.8831537669571269,0.3171
S5,42,C,6,10000,0.59748,0.5788907248896138,0.0116413786682486,4.058640351988418,0.1623
S5,42,D,6,70000,0.64551,0.626906650528378,0.0365450509431958,2.0271321163811997,0.1786
S5,42,A,7,10000,0.64732,0.6343246706356036,0.0142071824511885,1.0182329970631585,0.2247
S5,42,B,7,80000,0.73262,0.7218981173444687,0.0126640292340517,0.8697701079439699,0.346
S5,42,C,7,10000,0.5948,0.5762403495075272,0.0136758717924356,4.335025551862239,0.1583
S5,42,D,7,80000,0.64184,0.6241539266205504,0.0249926183375716,2.029403935713507,0.1827
S5,42,A,8,10000,0.66154,0.6516063123601576,0.0139754876247048,1.1578191630968986,0.2785
S5,42,B,8,90000,0.73225,0.7214592077089395,0.0139157603368163,0.8783024344323975,0.3137
S5,42,C,8,10000,0.59015,0.5716027410224613,0.0153968225607275,3.887094342260556,0.1609
S5,42,D,8,90000,0.64334,0.6240571030514797,0.0303137807890772,2.1204330587129534,0.1692
S5,42,A,9,10000,0.64932,0.640522435542212,0.0098998144748806,1.058917998345175,0.2888
S5,42,B,9,100000,0.7377,0.7283866713774312,0.0107391018009185,0.8660873399879973,0.3565
S5,42,C,9,10000,0.58618,0.5671168942546918,0.0174467835472524,3.751731401365776,0.1535
S5,42,D,9,100000,0.64396,0.6259092953846123,0.0336232239980995,2.188135200994484,0.1773
S5,123,A,0,10000,0.65065,0.6373710041292482,0.0059857418942451,1.0434719234014804,0.224
S5,123,B,0,10000,0.65065,0.6373710041292482,0.0059857418942451,1.0434719234014804,0.224
S5,123,C,0,10000,0.65065,0.6373710041292482,0.0059857418942451,1.0434719234014804,0.224
S5,123,D,0,10000,0.65065,0.6373710041292482,0.0059857418942451,1.0434719234014804,0.224
S5,123,A,1,10000,0.66055,0.6491476857629328,0.0062721384686231,1.104084671462867,0.2534
S5,123,B,1,20000,0.68652,0.6739385303369575,0.0078646903407573,1.029353717636194,0.2567
S5,123,C,1,10000,0.634,0.6194915649053626,0.0140527917875349,2.768582623003445,0.1903
S5,123,D,1,20000,0.64764,0.6337168605144836,0.0196414815917611,1.40253470559476,0.2097
S5,123,A,2,10000,0.65144,0.6384902503015786,0.0065005097088217,1.033977064532683,0.229
S5,123,B,2,30000,0.69352,0.6792053492330586,0.0032384908804297,0.9755801363440604,0.2544
S5,123,C,2,10000,0.62445,0.6104129346545448,0.0206362722043693,3.5882686758738838,0.1789
S5,123,D,2,30000,0.64779,0.6332181954911063,0.0279946540014445,1.63893386320082,0.1995
S5,123,A,3,10000,0.65988,0.6469801224478811,0.0064788709893822,1.0587999357895692,0.2482
S5,123,B,3,40000,0.70814,0.697705633972213,0.0055391155368089,0.9447598934278476,0.3009
S5,123,C,3,10000,0.6108,0.5968083619254608,0.0162138001854717,3.343416621459655,0.1686
S5,123,D,3,40000,0.6463,0.6312242987610118,0.0287205434449017,1.763875844077886,0.1961
S5,123,A,4,10000,0.66413,0.6538655676688453,0.0073431674587726,1.1059688424084675,0.27
S5,123,B,4,50000,0.7202,0.7080003395010946,0.0050541147875785,0.9398224507414488,0.3314
S5,123,C,4,10000,0.60751,0.5931779408594703,0.0136509749031066,4.498223733361516,0.1647
S5,123,D,4,50000,0.64428,0.628886900461436,0.0243098621633648,1.837536275119175,0.1917
S5,123,A,5,10000,0.66994,0.659204441551654,0.0090369219309091,1.1729197886397984,0.2733
S5,123,B,5,60000,0.71082,0.6990514289539153,0.0077903460472821,0.9109935590445452,0.315
S5,123,C,5,10000,0.60159,0.5873476806800771,0.0116622647032141,4.057237896091911,0.1691
S5,123,D,5,60000,0.64616,0.6318022390147379,0.0309116374698281,1.947676435861862,0.2045
S5,123,A,6,10000,0.67132,0.6612423789014628,0.0091658188691735,1.25052687227464,0.2718
S5,123,B,6,70000,0.7295,0.7183651770530581,0.0059205263139307,0.9149472354873948,0.3035
S5,123,C,6,10000,0.59705,0.5826273068512272,0.0107149484725296,4.2688781776644245,0.1586
S5,123,D,6,70000,0.64601,0.6309689444389013,0.0354312777543067,2.0740160799199194,0.2001
S5,123,A,7,10000,0.65234,0.6394129489534778,0.0071258771941065,1.1049093392231175,0.2234
S5,123,B,7,80000,0.72935,0.7186021702223802,0.0061353228390216,0.8987011340591646,0.3304
